day_index,global_day,puzzle_id,category,human_reviewed,reviewer,notes
5,6,sudoku-006,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
5,6,connections-006,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
6,7,wordly-007,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
6,7,spelling-007,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
6,7,crossword-007,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
6,7,sudoku-007,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
6,7,connections-007,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
7,8,wordly-008,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
7,8,spelling-008,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
7,8,crossword-008,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
7,8,sudoku-008,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
7,8,connections-008,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
8,9,wordly-009,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
8,9,spelling-009,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
8,9,crossword-009,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
8,9,sudoku-009,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
8,9,connections-009,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
9,10,wordly-010,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
9,10,spelling-010,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
9,10,crossword-010,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
9,10,sudoku-010,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
9,10,connections-010,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
10,11,wordly-011,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
10,11,spelling-011,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
10,11,crossword-011,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
10,11,sudoku-011,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
10,11,connections-011,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
11,12,wordly-012,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
11,12,spelling-012,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
11,12,crossword-012,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
11,12,sudoku-012,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
11,12,connections-012,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
12,13,wordly-013,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
12,13,spelling-013,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
12,13,crossword-013,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
12,13,sudoku-013,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
12,13,connections-013,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
13,14,wordly-014,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
13,14,spelling-014,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
13,14,crossword-014,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
13,14,sudoku-014,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
13,14,connections-014,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
14,15,wordly-015,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
14,15,spelling-015,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
14,15,crossword-015,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
14,15,sudoku-015,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
14,15,connections-015,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
15,16,wordly-016,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
15,16,spelling-016,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
15,16,crossword-016,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
15,16,sudoku-016,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
15,16,connections-016,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
16,17,wordly-017,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
16,17,spelling-017,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
16,17,crossword-017,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
16,17,sudoku-017,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
16,17,connections-017,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
17,18,wordly-018,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
17,18,spelling-018,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
17,18,crossword-018,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
17,18,sudoku-018,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
17,18,connections-018,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
18,19,wordly-019,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
18,19,spelling-019,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
18,19,crossword-019,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
18,19,sudoku-019,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
18,19,connections-019,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
19,20,wordly-020,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
19,20,spelling-020,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
19,20,crossword-020,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
19,20,sudoku-020,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
19,20,connections-020,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
20,21,wordly-021,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
20,21,spelling-021,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
20,21,crossword-021,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
20,21,sudoku-021,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
20,21,connections-021,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
21,22,wordly-022,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
21,22,spelling-022,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
21,22,crossword-022,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
21,22,sudoku-022,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
21,22,connections-022,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
22,23,wordly-023,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
22,23,spelling-023,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
22,23,crossword-023,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
22,23,sudoku-023,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
22,23,connections-023,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
23,24,wordly-024,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
23,24,spelling-024,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
23,24,crossword-024,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
23,24,sudoku-024,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
23,24,connections-024,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
24,25,wordly-025,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
24,25,spelling-025,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
24,25,crossword-025,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
24,25,sudoku-025,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
24,25,connections-025,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
25,26,wordly-026,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
25,26,spelling-026,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
25,26,crossword-026,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
25,26,sudoku-026,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
25,26,connections-026,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
26,27,wordly-027,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
26,27,spelling-027,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
26,27,crossword-027,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
26,27,sudoku-027,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
26,27,connections-027,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
27,28,wordly-028,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
27,28,spelling-028,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
27,28,crossword-028,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
27,28,sudoku-028,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
27,28,connections-028,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
28,29,wordly-029,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
28,29,spelling-029,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
28,29,crossword-029,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
28,29,sudoku-029,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
28,29,connections-029,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
29,30,wordly-030,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
29,30,spelling-030,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
29,30,crossword-030,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
29,30,sudoku-030,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
29,30,connections-030,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
30,31,wordly-031,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
30,31,spelling-031,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
30,31,crossword-031,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
30,31,sudoku-031,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
30,31,connections-031,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
31,32,wordly-032,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
31,32,spelling-032,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
31,32,crossword-032,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
31,32,sudoku-032,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
31,32,connections-032,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
32,33,wordly-033,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
32,33,spelling-033,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
32,33,crossword-033,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
32,33,sudoku-033,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
32,33,connections-033,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
33,34,wordly-034,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
33,34,spelling-034,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
33,34,crossword-034,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
33,34,sudoku-034,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
33,34,connections-034,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
34,35,wordly-035,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
34,35,spelling-035,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
34,35,crossword-035,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
34,35,sudoku-035,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
34,35,connections-035,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
35,36,wordly-036,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
35,36,spelling-036,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
35,36,crossword-036,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
35,36,sudoku-036,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
35,36,connections-036,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
36,37,wordly-037,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
36,37,spelling-037,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
36,37,crossword-037,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
36,37,sudoku-037,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
36,37,connections-037,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
37,38,wordly-038,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
37,38,spelling-038,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
37,38,crossword-038,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
37,38,sudoku-038,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
37,38,connections-038,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
38,39,wordly-039,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
38,39,spelling-039,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
38,39,crossword-039,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
38,39,sudoku-039,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
38,39,connections-039,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
39,40,wordly-040,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
39,40,spelling-040,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
39,40,crossword-040,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
39,40,sudoku-040,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
39,40,connections-040,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
40,41,wordly-041,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
40,41,spelling-041,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
40,41,crossword-041,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
40,41,sudoku-041,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
40,41,connections-041,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
41,42,wordly-042,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
41,42,spelling-042,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
41,42,crossword-042,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
41,42,sudoku-042,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
41,42,connections-042,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
42,43,wordly-043,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
42,43,spelling-043,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
42,43,crossword-043,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
42,43,sudoku-043,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
42,43,connections-043,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
43,44,wordly-044,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
43,44,spelling-044,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
43,44,crossword-044,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
43,44,sudoku-044,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
43,44,connections-044,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
44,45,wordly-045,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
44,45,spelling-045,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
44,45,crossword-045,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
44,45,sudoku-045,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
44,45,connections-045,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
45,46,wordly-046,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
45,46,spelling-046,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
45,46,crossword-046,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
45,46,sudoku-046,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
45,46,connections-046,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
46,47,wordly-047,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
46,47,spelling-047,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
46,47,crossword-047,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
46,47,sudoku-047,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
46,47,connections-047,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
47,48,wordly-048,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
47,48,spelling-048,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
47,48,crossword-048,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
47,48,sudoku-048,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
47,48,connections-048,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
48,49,wordly-049,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
48,49,spelling-049,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
48,49,crossword-049,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
48,49,sudoku-049,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
48,49,connections-049,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
49,50,wordly-050,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
49,50,spelling-050,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
49,50,crossword-050,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
49,50,sudoku-050,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
49,50,connections-050,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
50,51,wordly-051,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
50,51,spelling-051,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
50,51,crossword-051,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
50,51,sudoku-051,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
50,51,connections-051,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
51,52,wordly-052,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
51,52,spelling-052,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
51,52,crossword-052,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
51,52,sudoku-052,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
51,52,connections-052,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
52,53,wordly-053,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
52,53,spelling-053,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
52,53,crossword-053,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
52,53,sudoku-053,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
52,53,connections-053,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
53,54,wordly-054,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
53,54,spelling-054,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
53,54,crossword-054,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
53,54,sudoku-054,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
53,54,connections-054,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
54,55,wordly-055,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
54,55,spelling-055,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
54,55,crossword-055,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
54,55,sudoku-055,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
54,55,connections-055,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
55,56,wordly-056,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
55,56,spelling-056,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
55,56,crossword-056,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
55,56,sudoku-056,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
55,56,connections-056,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
56,57,wordly-057,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
56,57,spelling-057,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
56,57,crossword-057,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
56,57,sudoku-057,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
56,57,connections-057,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
57,58,wordly-058,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
57,58,spelling-058,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
57,58,crossword-058,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
57,58,sudoku-058,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
57,58,connections-058,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
58,59,wordly-059,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
58,59,spelling-059,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
58,59,crossword-059,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
58,59,sudoku-059,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
58,59,connections-059,CONNECTIONS,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
59,60,wordly-060,WORDLY,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
59,60,spelling-060,SPELLING_B,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
59,60,crossword-060,CROSSWORD,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
59,60,sudoku-060,SUDOKU,false,,Phase 14 generated candidate. Requires genuine human content review before production release.
