day_index,global_day,puzzle_id,category,difficulty,hints,automated_reviewed,human_reviewed
11,12,sudoku-012,SUDOKU,STARTER,4,true,false
11,12,connections-012,CONNECTIONS,STARTER,4,true,false
12,13,wordly-013,WORDLY,STARTER,3,true,false
12,13,spelling-013,SPELLING_B,STARTER,4,true,false
12,13,crossword-013,CROSSWORD,STARTER,4,true,false
12,13,sudoku-013,SUDOKU,STARTER,4,true,false
12,13,connections-013,CONNECTIONS,STARTER,4,true,false
13,14,wordly-014,WORDLY,STARTER,3,true,false
13,14,spelling-014,SPELLING_B,STARTER,4,true,false
13,14,crossword-014,CROSSWORD,STARTER,4,true,false
13,14,sudoku-014,SUDOKU,STARTER,4,true,false
13,14,connections-014,CONNECTIONS,STARTER,4,true,false
14,15,wordly-015,WORDLY,STARTER,3,true,false
14,15,spelling-015,SPELLING_B,STARTER,4,true,false
14,15,crossword-015,CROSSWORD,STARTER,4,true,false
14,15,sudoku-015,SUDOKU,STARTER,4,true,false
14,15,connections-015,CONNECTIONS,STARTER,4,true,false
15,16,wordly-016,WORDLY,STARTER,3,true,false
15,16,spelling-016,SPELLING_B,STARTER,4,true,false
15,16,crossword-016,CROSSWORD,STARTER,4,true,false
15,16,sudoku-016,SUDOKU,STARTER,4,true,false
15,16,connections-016,CONNECTIONS,STARTER,4,true,false
16,17,wordly-017,WORDLY,STARTER,3,true,false
16,17,spelling-017,SPELLING_B,STARTER,4,true,false
16,17,crossword-017,CROSSWORD,STARTER,4,true,false
16,17,sudoku-017,SUDOKU,STARTER,4,true,false
16,17,connections-017,CONNECTIONS,STARTER,4,true,false
17,18,wordly-018,WORDLY,STARTER,3,true,false
17,18,spelling-018,SPELLING_B,STARTER,4,true,false
17,18,crossword-018,CROSSWORD,STARTER,4,true,false
17,18,sudoku-018,SUDOKU,STARTER,4,true,false
17,18,connections-018,CONNECTIONS,STARTER,4,true,false
18,19,wordly-019,WORDLY,STARTER,3,true,false
18,19,spelling-019,SPELLING_B,STARTER,4,true,false
18,19,crossword-019,CROSSWORD,STARTER,4,true,false
18,19,sudoku-019,SUDOKU,STARTER,4,true,false
18,19,connections-019,CONNECTIONS,STARTER,4,true,false
19,20,wordly-020,WORDLY,STARTER,3,true,false
19,20,spelling-020,SPELLING_B,STARTER,4,true,false
19,20,crossword-020,CROSSWORD,STARTER,4,true,false
19,20,sudoku-020,SUDOKU,STARTER,4,true,false
19,20,connections-020,CONNECTIONS,STARTER,4,true,false
20,21,wordly-021,WORDLY,STARTER,3,true,false
20,21,spelling-021,SPELLING_B,STARTER,4,true,false
20,21,crossword-021,CROSSWORD,STARTER,4,true,false
20,21,sudoku-021,SUDOKU,STARTER,4,true,false
20,21,connections-021,CONNECTIONS,STARTER,4,true,false
21,22,wordly-022,WORDLY,STARTER,3,true,false
21,22,spelling-022,SPELLING_B,STARTER,4,true,false
21,22,crossword-022,CROSSWORD,STARTER,4,true,false
21,22,sudoku-022,SUDOKU,STARTER,4,true,false
21,22,connections-022,CONNECTIONS,STARTER,4,true,false
22,23,wordly-023,WORDLY,STARTER,3,true,false
22,23,spelling-023,SPELLING_B,STARTER,4,true,false
22,23,crossword-023,CROSSWORD,STARTER,4,true,false
22,23,sudoku-023,SUDOKU,STARTER,4,true,false
22,23,connections-023,CONNECTIONS,STARTER,4,true,false
23,24,wordly-024,WORDLY,STARTER,3,true,false
23,24,spelling-024,SPELLING_B,STARTER,4,true,false
23,24,crossword-024,CROSSWORD,STARTER,4,true,false
23,24,sudoku-024,SUDOKU,STARTER,4,true,false
23,24,connections-024,CONNECTIONS,STARTER,4,true,false
24,25,wordly-025,WORDLY,STARTER,3,true,false
24,25,spelling-025,SPELLING_B,STARTER,4,true,false
24,25,crossword-025,CROSSWORD,STARTER,4,true,false
24,25,sudoku-025,SUDOKU,STARTER,4,true,false
24,25,connections-025,CONNECTIONS,STARTER,4,true,false
25,26,wordly-026,WORDLY,STARTER,3,true,false
25,26,spelling-026,SPELLING_B,STARTER,4,true,false
25,26,crossword-026,CROSSWORD,STARTER,4,true,false
25,26,sudoku-026,SUDOKU,STARTER,4,true,false
25,26,connections-026,CONNECTIONS,STARTER,4,true,false
26,27,wordly-027,WORDLY,STARTER,3,true,false
26,27,spelling-027,SPELLING_B,STARTER,4,true,false
26,27,crossword-027,CROSSWORD,STARTER,4,true,false
26,27,sudoku-027,SUDOKU,STARTER,4,true,false
26,27,connections-027,CONNECTIONS,STARTER,4,true,false
27,28,wordly-028,WORDLY,STARTER,3,true,false
27,28,spelling-028,SPELLING_B,STARTER,4,true,false
27,28,crossword-028,CROSSWORD,STARTER,4,true,false
27,28,sudoku-028,SUDOKU,STARTER,4,true,false
27,28,connections-028,CONNECTIONS,STARTER,4,true,false
28,29,wordly-029,WORDLY,STARTER,3,true,false
28,29,spelling-029,SPELLING_B,STARTER,4,true,false
28,29,crossword-029,CROSSWORD,STARTER,4,true,false
28,29,sudoku-029,SUDOKU,STARTER,4,true,false
28,29,connections-029,CONNECTIONS,STARTER,4,true,false
29,30,wordly-030,WORDLY,STARTER,3,true,false
29,30,spelling-030,SPELLING_B,STARTER,4,true,false
29,30,crossword-030,CROSSWORD,STARTER,4,true,false
29,30,sudoku-030,SUDOKU,STARTER,4,true,false
29,30,connections-030,CONNECTIONS,STARTER,4,true,false
30,31,wordly-031,WORDLY,STARTER,3,true,false
30,31,spelling-031,SPELLING_B,STARTER,4,true,false
30,31,crossword-031,CROSSWORD,STARTER,4,true,false
30,31,sudoku-031,SUDOKU,STARTER,4,true,false
30,31,connections-031,CONNECTIONS,STARTER,4,true,false
31,32,wordly-032,WORDLY,STARTER,3,true,false
31,32,spelling-032,SPELLING_B,STARTER,4,true,false
31,32,crossword-032,CROSSWORD,STARTER,4,true,false
31,32,sudoku-032,SUDOKU,STARTER,4,true,false
31,32,connections-032,CONNECTIONS,STARTER,4,true,false
32,33,wordly-033,WORDLY,STARTER,3,true,false
32,33,spelling-033,SPELLING_B,STARTER,4,true,false
32,33,crossword-033,CROSSWORD,STARTER,4,true,false
32,33,sudoku-033,SUDOKU,STARTER,4,true,false
32,33,connections-033,CONNECTIONS,STARTER,4,true,false
33,34,wordly-034,WORDLY,STARTER,3,true,false
33,34,spelling-034,SPELLING_B,STARTER,4,true,false
33,34,crossword-034,CROSSWORD,STARTER,4,true,false
33,34,sudoku-034,SUDOKU,STARTER,4,true,false
33,34,connections-034,CONNECTIONS,STARTER,4,true,false
34,35,wordly-035,WORDLY,STARTER,3,true,false
34,35,spelling-035,SPELLING_B,STARTER,4,true,false
34,35,crossword-035,CROSSWORD,STARTER,4,true,false
34,35,sudoku-035,SUDOKU,STARTER,4,true,false
34,35,connections-035,CONNECTIONS,STARTER,4,true,false
35,36,wordly-036,WORDLY,STARTER,3,true,false
35,36,spelling-036,SPELLING_B,STARTER,4,true,false
35,36,crossword-036,CROSSWORD,STARTER,4,true,false
35,36,sudoku-036,SUDOKU,STARTER,4,true,false
35,36,connections-036,CONNECTIONS,STARTER,4,true,false
36,37,wordly-037,WORDLY,STARTER,3,true,false
36,37,spelling-037,SPELLING_B,STARTER,4,true,false
36,37,crossword-037,CROSSWORD,STARTER,4,true,false
36,37,sudoku-037,SUDOKU,STARTER,4,true,false
36,37,connections-037,CONNECTIONS,STARTER,4,true,false
37,38,wordly-038,WORDLY,STARTER,3,true,false
37,38,spelling-038,SPELLING_B,STARTER,4,true,false
37,38,crossword-038,CROSSWORD,STARTER,4,true,false
37,38,sudoku-038,SUDOKU,STARTER,4,true,false
37,38,connections-038,CONNECTIONS,STARTER,4,true,false
38,39,wordly-039,WORDLY,STARTER,3,true,false
38,39,spelling-039,SPELLING_B,STARTER,4,true,false
38,39,crossword-039,CROSSWORD,STARTER,4,true,false
38,39,sudoku-039,SUDOKU,STARTER,4,true,false
38,39,connections-039,CONNECTIONS,STARTER,4,true,false
39,40,wordly-040,WORDLY,STARTER,3,true,false
39,40,spelling-040,SPELLING_B,STARTER,4,true,false
39,40,crossword-040,CROSSWORD,STARTER,4,true,false
39,40,sudoku-040,SUDOKU,STARTER,4,true,false
39,40,connections-040,CONNECTIONS,STARTER,4,true,false
40,41,wordly-041,WORDLY,STARTER,3,true,false
40,41,spelling-041,SPELLING_B,STARTER,4,true,false
40,41,crossword-041,CROSSWORD,STARTER,4,true,false
40,41,sudoku-041,SUDOKU,STARTER,4,true,false
40,41,connections-041,CONNECTIONS,STARTER,4,true,false
41,42,wordly-042,WORDLY,STARTER,3,true,false
41,42,spelling-042,SPELLING_B,STARTER,4,true,false
41,42,crossword-042,CROSSWORD,STARTER,4,true,false
41,42,sudoku-042,SUDOKU,STARTER,4,true,false
41,42,connections-042,CONNECTIONS,STARTER,4,true,false
42,43,wordly-043,WORDLY,STARTER,3,true,false
42,43,spelling-043,SPELLING_B,STARTER,4,true,false
42,43,crossword-043,CROSSWORD,STARTER,4,true,false
42,43,sudoku-043,SUDOKU,STARTER,4,true,false
42,43,connections-043,CONNECTIONS,STARTER,4,true,false
43,44,wordly-044,WORDLY,STARTER,3,true,false
43,44,spelling-044,SPELLING_B,STARTER,4,true,false
43,44,crossword-044,CROSSWORD,STARTER,4,true,false
43,44,sudoku-044,SUDOKU,STARTER,4,true,false
43,44,connections-044,CONNECTIONS,STARTER,4,true,false
44,45,wordly-045,WORDLY,STARTER,3,true,false
44,45,spelling-045,SPELLING_B,STARTER,4,true,false
44,45,crossword-045,CROSSWORD,STARTER,4,true,false
44,45,sudoku-045,SUDOKU,STARTER,4,true,false
44,45,connections-045,CONNECTIONS,STARTER,4,true,false
45,46,wordly-046,WORDLY,STARTER,3,true,false
45,46,spelling-046,SPELLING_B,STARTER,4,true,false
45,46,crossword-046,CROSSWORD,STARTER,4,true,false
45,46,sudoku-046,SUDOKU,STARTER,4,true,false
45,46,connections-046,CONNECTIONS,STARTER,4,true,false
46,47,wordly-047,WORDLY,STARTER,3,true,false
46,47,spelling-047,SPELLING_B,STARTER,4,true,false
46,47,crossword-047,CROSSWORD,STARTER,4,true,false
46,47,sudoku-047,SUDOKU,STARTER,4,true,false
46,47,connections-047,CONNECTIONS,STARTER,4,true,false
47,48,wordly-048,WORDLY,STARTER,3,true,false
47,48,spelling-048,SPELLING_B,STARTER,4,true,false
47,48,crossword-048,CROSSWORD,STARTER,4,true,false
47,48,sudoku-048,SUDOKU,STARTER,4,true,false
47,48,connections-048,CONNECTIONS,STARTER,4,true,false
48,49,wordly-049,WORDLY,STARTER,3,true,false
48,49,spelling-049,SPELLING_B,STARTER,4,true,false
48,49,crossword-049,CROSSWORD,STARTER,4,true,false
48,49,sudoku-049,SUDOKU,STARTER,4,true,false
48,49,connections-049,CONNECTIONS,STARTER,4,true,false
49,50,wordly-050,WORDLY,STARTER,3,true,false
49,50,spelling-050,SPELLING_B,STARTER,4,true,false
49,50,crossword-050,CROSSWORD,STARTER,4,true,false
49,50,sudoku-050,SUDOKU,STARTER,4,true,false
49,50,connections-050,CONNECTIONS,STARTER,4,true,false
50,51,wordly-051,WORDLY,STARTER,3,true,false
50,51,spelling-051,SPELLING_B,STARTER,4,true,false
50,51,crossword-051,CROSSWORD,STARTER,4,true,false
50,51,sudoku-051,SUDOKU,STARTER,4,true,false
50,51,connections-051,CONNECTIONS,STARTER,4,true,false
51,52,wordly-052,WORDLY,STARTER,3,true,false
51,52,spelling-052,SPELLING_B,STARTER,4,true,false
51,52,crossword-052,CROSSWORD,STARTER,4,true,false
51,52,sudoku-052,SUDOKU,STARTER,4,true,false
51,52,connections-052,CONNECTIONS,STARTER,4,true,false
52,53,wordly-053,WORDLY,STARTER,3,true,false
52,53,spelling-053,SPELLING_B,STARTER,4,true,false
52,53,crossword-053,CROSSWORD,STARTER,4,true,false
52,53,sudoku-053,SUDOKU,STARTER,4,true,false
52,53,connections-053,CONNECTIONS,STARTER,4,true,false
53,54,wordly-054,WORDLY,STARTER,3,true,false
53,54,spelling-054,SPELLING_B,STARTER,4,true,false
53,54,crossword-054,CROSSWORD,STARTER,4,true,false
53,54,sudoku-054,SUDOKU,STARTER,4,true,false
53,54,connections-054,CONNECTIONS,STARTER,4,true,false
54,55,wordly-055,WORDLY,STARTER,3,true,false
54,55,spelling-055,SPELLING_B,STARTER,4,true,false
54,55,crossword-055,CROSSWORD,STARTER,4,true,false
54,55,sudoku-055,SUDOKU,STARTER,4,true,false
54,55,connections-055,CONNECTIONS,STARTER,4,true,false
55,56,wordly-056,WORDLY,STARTER,3,true,false
55,56,spelling-056,SPELLING_B,STARTER,4,true,false
55,56,crossword-056,CROSSWORD,STARTER,4,true,false
55,56,sudoku-056,SUDOKU,STARTER,4,true,false
55,56,connections-056,CONNECTIONS,STARTER,4,true,false
56,57,wordly-057,WORDLY,STARTER,3,true,false
56,57,spelling-057,SPELLING_B,STARTER,4,true,false
56,57,crossword-057,CROSSWORD,STARTER,4,true,false
56,57,sudoku-057,SUDOKU,STARTER,4,true,false
56,57,connections-057,CONNECTIONS,STARTER,4,true,false
57,58,wordly-058,WORDLY,STARTER,3,true,false
57,58,spelling-058,SPELLING_B,STARTER,4,true,false
57,58,crossword-058,CROSSWORD,STARTER,4,true,false
57,58,sudoku-058,SUDOKU,STARTER,4,true,false
57,58,connections-058,CONNECTIONS,STARTER,4,true,false
58,59,wordly-059,WORDLY,STARTER,3,true,false
58,59,spelling-059,SPELLING_B,STARTER,4,true,false
58,59,crossword-059,CROSSWORD,STARTER,4,true,false
58,59,sudoku-059,SUDOKU,STARTER,4,true,false
58,59,connections-059,CONNECTIONS,STARTER,4,true,false
59,60,wordly-060,WORDLY,STARTER,3,true,false
59,60,spelling-060,SPELLING_B,STARTER,4,true,false
59,60,crossword-060,CROSSWORD,STARTER,4,true,false
59,60,sudoku-060,SUDOKU,STARTER,4,true,false
59,60,connections-060,CONNECTIONS,STARTER,4,true,false
60,61,wordly-061,WORDLY,STARTER,3,true,false
60,61,spelling-061,SPELLING_B,STARTER,4,true,false
60,61,crossword-061,CROSSWORD,STARTER,4,true,false
60,61,sudoku-061,SUDOKU,STARTER,4,true,false
60,61,connections-061,CONNECTIONS,STARTER,4,true,false
61,62,wordly-062,WORDLY,STARTER,3,true,false
61,62,spelling-062,SPELLING_B,STARTER,4,true,false
61,62,crossword-062,CROSSWORD,STARTER,4,true,false
61,62,sudoku-062,SUDOKU,STARTER,4,true,false
61,62,connections-062,CONNECTIONS,STARTER,4,true,false
62,63,wordly-063,WORDLY,STARTER,3,true,false
62,63,spelling-063,SPELLING_B,STARTER,4,true,false
62,63,crossword-063,CROSSWORD,STARTER,4,true,false
62,63,sudoku-063,SUDOKU,STARTER,4,true,false
62,63,connections-063,CONNECTIONS,STARTER,4,true,false
63,64,wordly-064,WORDLY,STARTER,3,true,false
63,64,spelling-064,SPELLING_B,STARTER,4,true,false
63,64,crossword-064,CROSSWORD,STARTER,4,true,false
63,64,sudoku-064,SUDOKU,STARTER,4,true,false
63,64,connections-064,CONNECTIONS,STARTER,4,true,false
64,65,wordly-065,WORDLY,STARTER,3,true,false
64,65,spelling-065,SPELLING_B,STARTER,4,true,false
64,65,crossword-065,CROSSWORD,STARTER,4,true,false
64,65,sudoku-065,SUDOKU,STARTER,4,true,false
64,65,connections-065,CONNECTIONS,STARTER,4,true,false
65,66,wordly-066,WORDLY,STARTER,3,true,false
65,66,spelling-066,SPELLING_B,STARTER,4,true,false
65,66,crossword-066,CROSSWORD,STARTER,4,true,false
65,66,sudoku-066,SUDOKU,STARTER,4,true,false
65,66,connections-066,CONNECTIONS,STARTER,4,true,false
66,67,wordly-067,WORDLY,STARTER,3,true,false
66,67,spelling-067,SPELLING_B,STARTER,4,true,false
66,67,crossword-067,CROSSWORD,STARTER,4,true,false
66,67,sudoku-067,SUDOKU,STARTER,4,true,false
66,67,connections-067,CONNECTIONS,STARTER,4,true,false
67,68,wordly-068,WORDLY,STARTER,3,true,false
67,68,spelling-068,SPELLING_B,STARTER,4,true,false
67,68,crossword-068,CROSSWORD,STARTER,4,true,false
67,68,sudoku-068,SUDOKU,STARTER,4,true,false
67,68,connections-068,CONNECTIONS,STARTER,4,true,false
68,69,wordly-069,WORDLY,STARTER,3,true,false
68,69,spelling-069,SPELLING_B,STARTER,4,true,false
68,69,crossword-069,CROSSWORD,STARTER,4,true,false
68,69,sudoku-069,SUDOKU,STARTER,4,true,false
68,69,connections-069,CONNECTIONS,STARTER,4,true,false
69,70,wordly-070,WORDLY,STARTER,3,true,false
69,70,spelling-070,SPELLING_B,STARTER,4,true,false
69,70,crossword-070,CROSSWORD,STARTER,4,true,false
69,70,sudoku-070,SUDOKU,STARTER,4,true,false
69,70,connections-070,CONNECTIONS,STARTER,4,true,false
70,71,wordly-071,WORDLY,STARTER,3,true,false
70,71,spelling-071,SPELLING_B,STARTER,4,true,false
70,71,crossword-071,CROSSWORD,STARTER,4,true,false
70,71,sudoku-071,SUDOKU,STARTER,4,true,false
70,71,connections-071,CONNECTIONS,STARTER,4,true,false
71,72,wordly-072,WORDLY,STARTER,3,true,false
71,72,spelling-072,SPELLING_B,STARTER,4,true,false
71,72,crossword-072,CROSSWORD,STARTER,4,true,false
71,72,sudoku-072,SUDOKU,STARTER,4,true,false
71,72,connections-072,CONNECTIONS,STARTER,4,true,false
72,73,wordly-073,WORDLY,STARTER,3,true,false
72,73,spelling-073,SPELLING_B,STARTER,4,true,false
72,73,crossword-073,CROSSWORD,STARTER,4,true,false
72,73,sudoku-073,SUDOKU,STARTER,4,true,false
72,73,connections-073,CONNECTIONS,STARTER,4,true,false
73,74,wordly-074,WORDLY,STARTER,3,true,false
73,74,spelling-074,SPELLING_B,STARTER,4,true,false
73,74,crossword-074,CROSSWORD,STARTER,4,true,false
73,74,sudoku-074,SUDOKU,STARTER,4,true,false
73,74,connections-074,CONNECTIONS,STARTER,4,true,false
74,75,wordly-075,WORDLY,STARTER,3,true,false
74,75,spelling-075,SPELLING_B,STARTER,4,true,false
74,75,crossword-075,CROSSWORD,STARTER,4,true,false
74,75,sudoku-075,SUDOKU,STARTER,4,true,false
74,75,connections-075,CONNECTIONS,STARTER,4,true,false
75,76,wordly-076,WORDLY,STARTER,3,true,false
75,76,spelling-076,SPELLING_B,STARTER,4,true,false
75,76,crossword-076,CROSSWORD,STARTER,4,true,false
75,76,sudoku-076,SUDOKU,STARTER,4,true,false
75,76,connections-076,CONNECTIONS,STARTER,4,true,false
76,77,wordly-077,WORDLY,STARTER,3,true,false
76,77,spelling-077,SPELLING_B,STARTER,4,true,false
76,77,crossword-077,CROSSWORD,STARTER,4,true,false
76,77,sudoku-077,SUDOKU,STARTER,4,true,false
76,77,connections-077,CONNECTIONS,STARTER,4,true,false
77,78,wordly-078,WORDLY,STARTER,3,true,false
77,78,spelling-078,SPELLING_B,STARTER,4,true,false
77,78,crossword-078,CROSSWORD,STARTER,4,true,false
77,78,sudoku-078,SUDOKU,STARTER,4,true,false
77,78,connections-078,CONNECTIONS,STARTER,4,true,false
78,79,wordly-079,WORDLY,STARTER,3,true,false
78,79,spelling-079,SPELLING_B,STARTER,4,true,false
78,79,crossword-079,CROSSWORD,STARTER,4,true,false
78,79,sudoku-079,SUDOKU,STARTER,4,true,false
78,79,connections-079,CONNECTIONS,STARTER,4,true,false
79,80,wordly-080,WORDLY,STARTER,3,true,false
79,80,spelling-080,SPELLING_B,STARTER,4,true,false
79,80,crossword-080,CROSSWORD,STARTER,4,true,false
79,80,sudoku-080,SUDOKU,STARTER,4,true,false
79,80,connections-080,CONNECTIONS,STARTER,4,true,false
80,81,wordly-081,WORDLY,STARTER,3,true,false
80,81,spelling-081,SPELLING_B,STARTER,4,true,false
80,81,crossword-081,CROSSWORD,STARTER,4,true,false
80,81,sudoku-081,SUDOKU,STARTER,4,true,false
80,81,connections-081,CONNECTIONS,STARTER,4,true,false
81,82,wordly-082,WORDLY,STARTER,3,true,false
81,82,spelling-082,SPELLING_B,STARTER,4,true,false
81,82,crossword-082,CROSSWORD,STARTER,4,true,false
81,82,sudoku-082,SUDOKU,STARTER,4,true,false
81,82,connections-082,CONNECTIONS,STARTER,4,true,false
82,83,wordly-083,WORDLY,STARTER,3,true,false
82,83,spelling-083,SPELLING_B,STARTER,4,true,false
82,83,crossword-083,CROSSWORD,STARTER,4,true,false
82,83,sudoku-083,SUDOKU,STARTER,4,true,false
82,83,connections-083,CONNECTIONS,STARTER,4,true,false
83,84,wordly-084,WORDLY,STARTER,3,true,false
83,84,spelling-084,SPELLING_B,STARTER,4,true,false
83,84,crossword-084,CROSSWORD,STARTER,4,true,false
83,84,sudoku-084,SUDOKU,STARTER,4,true,false
83,84,connections-084,CONNECTIONS,STARTER,4,true,false
84,85,wordly-085,WORDLY,STARTER,3,true,false
84,85,spelling-085,SPELLING_B,STARTER,4,true,false
84,85,crossword-085,CROSSWORD,STARTER,4,true,false
84,85,sudoku-085,SUDOKU,STARTER,4,true,false
84,85,connections-085,CONNECTIONS,STARTER,4,true,false
85,86,wordly-086,WORDLY,STARTER,3,true,false
85,86,spelling-086,SPELLING_B,STARTER,4,true,false
85,86,crossword-086,CROSSWORD,STARTER,4,true,false
85,86,sudoku-086,SUDOKU,STARTER,4,true,false
85,86,connections-086,CONNECTIONS,STARTER,4,true,false
86,87,wordly-087,WORDLY,STARTER,3,true,false
86,87,spelling-087,SPELLING_B,STARTER,4,true,false
86,87,crossword-087,CROSSWORD,STARTER,4,true,false
86,87,sudoku-087,SUDOKU,STARTER,4,true,false
86,87,connections-087,CONNECTIONS,STARTER,4,true,false
87,88,wordly-088,WORDLY,STARTER,3,true,false
87,88,spelling-088,SPELLING_B,STARTER,4,true,false
87,88,crossword-088,CROSSWORD,STARTER,4,true,false
87,88,sudoku-088,SUDOKU,STARTER,4,true,false
87,88,connections-088,CONNECTIONS,STARTER,4,true,false
88,89,wordly-089,WORDLY,STARTER,3,true,false
88,89,spelling-089,SPELLING_B,STARTER,4,true,false
88,89,crossword-089,CROSSWORD,STARTER,4,true,false
88,89,sudoku-089,SUDOKU,STARTER,4,true,false
88,89,connections-089,CONNECTIONS,STARTER,4,true,false
89,90,wordly-090,WORDLY,STARTER,3,true,false
89,90,spelling-090,SPELLING_B,STARTER,4,true,false
89,90,crossword-090,CROSSWORD,STARTER,4,true,false
89,90,sudoku-090,SUDOKU,STARTER,4,true,false
89,90,connections-090,CONNECTIONS,STARTER,4,true,false
90,91,wordly-091,WORDLY,STARTER,3,true,false
90,91,spelling-091,SPELLING_B,STARTER,4,true,false
90,91,crossword-091,CROSSWORD,STARTER,4,true,false
90,91,sudoku-091,SUDOKU,STARTER,4,true,false
90,91,connections-091,CONNECTIONS,STARTER,4,true,false
91,92,wordly-092,WORDLY,STARTER,3,true,false
91,92,spelling-092,SPELLING_B,STARTER,4,true,false
91,92,crossword-092,CROSSWORD,STARTER,4,true,false
91,92,sudoku-092,SUDOKU,STARTER,4,true,false
91,92,connections-092,CONNECTIONS,STARTER,4,true,false
92,93,wordly-093,WORDLY,STARTER,3,true,false
92,93,spelling-093,SPELLING_B,STARTER,4,true,false
92,93,crossword-093,CROSSWORD,STARTER,4,true,false
92,93,sudoku-093,SUDOKU,STARTER,4,true,false
92,93,connections-093,CONNECTIONS,STARTER,4,true,false
93,94,wordly-094,WORDLY,STARTER,3,true,false
93,94,spelling-094,SPELLING_B,STARTER,4,true,false
93,94,crossword-094,CROSSWORD,STARTER,4,true,false
93,94,sudoku-094,SUDOKU,STARTER,4,true,false
93,94,connections-094,CONNECTIONS,STARTER,4,true,false
94,95,wordly-095,WORDLY,STARTER,3,true,false
94,95,spelling-095,SPELLING_B,STARTER,4,true,false
94,95,crossword-095,CROSSWORD,STARTER,4,true,false
94,95,sudoku-095,SUDOKU,STARTER,4,true,false
94,95,connections-095,CONNECTIONS,STARTER,4,true,false
95,96,wordly-096,WORDLY,STARTER,3,true,false
95,96,spelling-096,SPELLING_B,STARTER,4,true,false
95,96,crossword-096,CROSSWORD,STARTER,4,true,false
95,96,sudoku-096,SUDOKU,STARTER,4,true,false
95,96,connections-096,CONNECTIONS,STARTER,4,true,false
96,97,wordly-097,WORDLY,STARTER,3,true,false
96,97,spelling-097,SPELLING_B,STARTER,4,true,false
96,97,crossword-097,CROSSWORD,STARTER,4,true,false
96,97,sudoku-097,SUDOKU,STARTER,4,true,false
96,97,connections-097,CONNECTIONS,STARTER,4,true,false
97,98,wordly-098,WORDLY,STARTER,3,true,false
